id,psu,country,wave,q1,wt,stratum,Q1001,Q1002,Q1003,Q1005,Q100,Q101,Q102,Q204A_1,Q204A_2,Q204_2,Q204_3,Q204_11,Q204_20,Q209B,Q501,Q501A,Q266,Q263,Q516A,Q512,Q515A2,Q511
15812,246,Palestine,5,150012,0.532880402802126,32,35.0,1.0,5.0,1.0,2.0,3,2,98.0,2,2.0,3.0,1.0,1.0,1.0,2,2,2.0,2.0,1.0,2,4.0,3.0
15813,246,Palestine,5,150012,0.43183176888340796,32,32.0,2.0,6.0,6.0,2.0,3,3,3.0,2,2.0,3.0,2.0,3.0,2.0,2,2,2.0,2.0,2.0,4,4.0,3.0
15814,244,Palestine,5,150012,3.45458119853046,31,62.0,1.0,4.0,3.0,2.0,4,1,4.0,4,4.0,4.0,4.0,4.0,1.0,2,2,1.0,3.0,1.0,3,1.0,2.0
15815,244,Palestine,5,150012,0.310890804531076,31,37.0,2.0,3.0,4.0,3.0,4,5,4.0,2,97.0,97.0,3.0,3.0,1.0,2,2,2.0,1.0,1.0,4,2.0,4.0
15816,244,Palestine,5,150012,1.2392076772362899,31,22.0,1.0,4.0,5.0,2.0,4,5,4.0,4,4.0,3.0,2.0,2.0,1.0,2,1,1.0,2.0,2.0,7,4.0,3.0
15817,244,Palestine,5,150012,0.310890804531076,31,47.0,2.0,6.0,1.0,2.0,3,3,2.0,4,3.0,1.0,2.0,3.0,3.0,2,2,2.0,1.0,1.0,4,3.0,2.0
15818,216,Palestine,5,150009,0.326251007887848,23,48.0,1.0,5.0,1.0,2.0,4,2,2.0,2,3.0,2.0,2.0,2.0,2.0,2,2,2.0,1.0,1.0,6,2.0,5.0
15819,216,Palestine,5,150009,0.326251007887848,23,35.0,2.0,6.0,1.0,1.0,4,1,1.0,1,3.0,3.0,3.0,2.0,2.0,2,2,2.0,2.0,3.0,7,3.0,6.0
15821,216,Palestine,5,150009,0.326251007887848,23,55.0,1.0,4.0,6.0,2.0,3,2,2.0,3,4.0,4.0,3.0,3.0,3.0,1,1,1.0,3.0,2.0,4,1.0,3.0
15822,216,Palestine,5,150009,1.96690536043479,23,26.0,2.0,5.0,5.0,2.0,4,3,2.0,3,4.0,4.0,4.0,4.0,4.0,2,2,2.0,3.0,2.0,5,4.0,4.0
15823,219,Palestine,5,150009,0.693176391236172,23,66.0,1.0,3.0,3.0,1.0,4,4,2.0,4,3.0,2.0,1.0,1.0,2.0,2,2,2.0,3.0,1.0,2,1.0,2.0
15824,219,Palestine,5,150009,1.4693202326044,23,30.0,2.0,2.0,1.0,3.0,3,3,2.0,1,1.0,1.0,3.0,3.0,3.0,2,2,1.0,1.0,1.0,2,2.0,6.0
15826,219,Palestine,5,150009,1.3004332961552398,23,20.0,1.0,6.0,5.0,1.0,4,2,3.0,3,3.0,3.0,2.0,2.0,3.0,2,2,2.0,2.0,3.0,5,3.0,5.0
15827,224,Palestine,5,150002,1.6043487081936598,4,23.0,2.0,5.0,6.0,2.0,4,5,2.0,3,4.0,4.0,3.0,2.0,2.0,2,2,2.0,3.0,3.0,9,3.0,3.0
15828,224,Palestine,5,150002,1.6043487081936598,4,24.0,1.0,5.0,6.0,2.0,4,2,4.0,4,4.0,3.0,2.0,4.0,2.0,2,2,2.0,3.0,1.0,5,4.0,3.0
15829,224,Palestine,5,150002,1.6043487081936598,4,26.0,2.0,5.0,6.0,2.0,4,3,1.0,1,4.0,3.0,4.0,2.0,2.0,2,2,2.0,1.0,3.0,9,3.0,5.0
15830,230,Palestine,5,150002,1.1984826847899699,4,31.0,1.0,5.0,1.0,2.0,4,4,2.0,3,2.0,2.0,1.0,1.0,3.0,1,1,1.0,3.0,2.0,3,1.0,3.0
15831,230,Palestine,5,150002,1.06072641864044,4,19.0,2.0,4.0,5.0,2.0,3,4,2.0,2,2.0,3.0,3.0,2.0,2.0,2,2,2.0,2.0,1.0,2,4.0,3.0
15832,230,Palestine,5,150002,1.6043487081936598,4,26.0,2.0,4.0,4.0,2.0,4,5,1.0,2,3.0,2.0,2.0,2.0,2.0,2,2,2.0,3.0,3.0,2,1.0,5.0
15834,246,Palestine,5,150012,0.7133402899409691,32,27.0,2.0,6.0,3.0,2.0,4,1,2.0,1,3.0,2.0,1.0,4.0,2.0,2,2,1.0,1.0,3.0,6,4.0,3.0
15835,246,Palestine,5,150012,0.118321904674054,32,56.0,1.0,6.0,3.0,2.0,4,2,1.0,2,3.0,2.0,2.0,4.0,1.0,2,2,1.0,1.0,3.0,4,3.0,5.0
15836,243,Palestine,5,150012,1.6259362149380703,31,38.0,1.0,6.0,1.0,3.0,4,3,2.0,3,3.0,3.0,3.0,3.0,3.0,1,1,2.0,2.0,3.0,7,1.0,2.0
15837,243,Palestine,5,150012,1.13463797274115,31,50.0,2.0,2.0,2.0,3.0,4,3,2.0,2,3.0,3.0,2.0,4.0,2.0,2,2,2.0,2.0,1.0,8,2.0,3.0
15838,243,Palestine,5,150012,1.8743016118199,31,23.0,1.0,5.0,6.0,2.0,4,5,2.0,3,3.0,4.0,3.0,4.0,3.0,1,1,2.0,2.0,2.0,3,3.0,2.0
15839,243,Palestine,5,150012,0.310890804531076,31,49.0,2.0,2.0,4.0,2.0,4,5,3.0,4,3.0,3.0,3.0,4.0,3.0,2,2,2.0,1.0,3.0,2,1.0,3.0
15840,215,Palestine,5,150009,1.96690536043479,23,25.0,2.0,6.0,4.0,2.0,3,2,1.0,2,1.0,4.0,3.0,2.0,2.0,1,1,1.0,4.0,2.0,10,4.0,10.0
15841,215,Palestine,5,150009,1.4693202326044,23,50.0,1.0,6.0,1.0,2.0,4,4,3.0,3,4.0,3.0,3.0,4.0,3.0,2,2,2.0,3.0,3.0,6,3.0,4.0
15842,215,Palestine,5,150009,0.326251007887848,23,35.0,2.0,4.0,4.0,2.0,3,4,2.0,1,2.0,3.0,4.0,1.0,4.0,2,2,2.0,4.0,1.0,9,4.0,10.0
15843,215,Palestine,5,150009,0.326251007887848,23,45.0,1.0,6.0,1.0,2.0,4,2,1.0,2,1.0,2.0,3.0,4.0,3.0,1,1,1.0,4.0,2.0,10,1.0,8.0
15844,188,Palestine,5,150003,0.311164965041907,6,40.0,1.0,6.0,2.0,2.0,98,98,3.0,4,4.0,4.0,4.0,4.0,1.0,1,2,1.0,3.0,2.0,1,3.0,3.0
15845,188,Palestine,5,150003,0.311164965041907,6,50.0,2.0,6.0,1.0,2.0,3,5,2.0,3,3.0,3.0,2.0,2.0,2.0,2,1,1.0,3.0,3.0,6,4.0,5.0
15846,188,Palestine,5,150003,1.1356385585471,6,30.0,2.0,4.0,4.0,1.0,3,5,2.0,3,4.0,3.0,2.0,2.0,3.0,2,2,1.0,2.0,3.0,5,2.0,6.0
15847,188,Palestine,5,150003,1.2403004783255,6,20.0,1.0,4.0,5.0,2.0,4,5,3.0,4,4.0,4.0,3.0,4.0,4.0,2,2,2.0,3.0,1.0,6,3.0,4.0
15848,187,Palestine,5,150003,1.1356385585471,6,47.0,2.0,6.0,1.0,2.0,3,5,2.0,2,4.0,2.0,3.0,2.0,2.0,1,2,1.0,2.0,3.0,5,2.0,4.0
15850,187,Palestine,5,150003,1.1356385585471,6,30.0,2.0,6.0,1.0,3.0,3,2,3.0,3,3.0,3.0,3.0,4.0,3.0,2,2,2.0,1.0,1.0,4,3.0,3.0
15851,187,Palestine,5,150003,1.6273700543979999,6,35.0,1.0,6.0,1.0,2.0,4,3,3.0,3,4.0,3.0,2.0,4.0,3.0,2,2,2.0,2.0,3.0,5,1.0,4.0
15852,193,Palestine,5,150003,1.2403004783255,6,21.0,1.0,3.0,5.0,1.0,3,2,3.0,2,2.0,2.0,3.0,4.0,3.0,2,1,2.0,2.0,2.0,8,4.0,9.0
